Record Type,Date and Time,Tree Num,Average Above PAR,Average Below PAR,Leaf Distribution [Χ],Zenith Angle,Latitude,Longitude,Zenith,Fb,K,Tau,LAI
SUM,9/21/2022 13:18,2360,1785.064697,930.2,1,33,34,-120,33.4720726,0.905367076,0.604125209,0.521101561,1.113443981
SUM,9/21/2022 13:19,2351,1786.92627,1197.3,1,34,34,-120,33.51604462,0.905367076,0.604432094,0.670033241,0.683715941
SUM,9/21/2022 13:20,2362/2363,1787.109375,968.2,1,34,34,-120,33.56317139,0.905367076,0.604761739,0.541768743,1.046025049
SUM,9/21/2022 13:21,2364,1787.109375,600.4,1,34,34,-120,33.60493851,0.905367076,0.605054537,0.33596153,1.860729033
SUM,9/21/2022 13:22,2366,1787.109375,936.4,1,34,34,-120,33.64635849,0.905367076,0.605345499,0.523974645,1.102075486
SUM,9/21/2022 13:23,2367,1787.109375,717,1,34,34,-120,33.69643021,0.905367076,0.605698033,0.401206557,1.556496368
SUM,9/21/2022 13:24,2365,1787.109375,537.1,1,34,34,-120,33.7524147,0.905367076,0.606093232,0.300541202,2.047666905
SUM,9/21/2022 13:25,2369,1780.151367,1017.6,1,34,34,-120,33.81115723,0.905367076,0.606509078,0.571636783,0.951998041
SUM,9/21/2022 13:30,2384,1750.488281,681.1,1,34,34,-120,34.04016876,0.905367076,0.60814186,0.389091437,1.603015279
SUM,9/21/2022 13:31,2381,1724.121094,692.6,1,34,34,-120,34.11278152,0.902267337,0.608663437,0.401711923,1.54473339
SUM,9/21/2022 13:32,2382,1689.331055,617.7,1,34,34,-120,34.2118721,0.888832152,0.609378231,0.365647691,1.688673619
SUM,9/21/2022 13:34,2010,1659.667969,703.3,1,34,34,-120,34.29929352,0.878292322,0.61001176,0.423759459,1.430894548
SUM,9/21/2022 13:36,2383,1634.674072,373.1,1,34,34,-120,34.43028641,0.870228708,0.610966181,0.228241217,2.447302236
SUM,9/21/2022 13:38,2011,1621.307373,578.2,1,35,34,-120,34.60148239,0.866696119,0.612222868,0.356625776,1.701579934
SUM,9/21/2022 13:40,2376,1645.166016,729.5,1,35,34,-120,34.78113556,0.876487315,0.613553109,0.443420295,1.347212543
SUM,9/21/2022 13:43,2371,1740.625,499.2,1,35,34,-120,35.00080872,0.905367076,0.615195796,0.286793537,2.099481771
SUM,9/21/2022 13:44,2372,1772.070313,804,1,35,34,-120,35.0756073,0.905367076,0.615759208,0.453706602,1.327377488
SUM,9/21/2022 13:45,2308/2309,1778.173828,357.6,1,35,34,-120,35.16255951,0.905367076,0.616416786,0.201105198,2.691373378
SUM,9/21/2022 13:46,2307,1773.779297,573,1,35,34,-120,35.24547577,0.905367076,0.617046477,0.323039062,1.894384248
SUM,9/21/2022 13:47,2306,1768.579102,510.2,1,35,34,-120,35.34534454,0.905367076,0.617808339,0.28848017,2.081795583
SUM,9/21/2022 13:49,2373,1763.671875,351.1,1,35,34,-120,35.44130325,0.905367076,0.618543921,0.199073311,2.700162494
SUM,9/21/2022 13:50,2305,1757.592773,338.4,1,36,34,-120,35.54480362,0.905367076,0.619341229,0.192536067,2.752877601
SUM,9/21/2022 13:51,2304,1749.902344,440.5,1,36,34,-120,35.63370514,0.905367076,0.620029336,0.251728333,2.302680676
SUM,9/21/2022 13:52,2302,1742.211914,436.8,1,36,34,-120,35.72391129,0.905367076,0.620730635,0.250715769,2.30709923
SUM,9/21/2022 13:53,2303,1735.418701,765,1,36,34,-120,35.80467606,0.905367076,0.621361189,0.44081581,1.364799885
SUM,9/21/2022 13:54,2301,1726.574707,608,1,36,34,-120,35.91131973,0.905367076,0.622197648,0.352142307,1.736936945
SUM,9/21/2022 13:55,2332,1715.771484,1044.5,1,36,34,-120,36.03549957,0.905367076,0.623177219,0.608764051,0.824824035
SUM,9/21/2022 13:56,2334,1705.664063,521,1,36,34,-120,36.14574432,0.905367076,0.624051913,0.30545288,1.968460151
SUM,9/21/2022 13:57,2336,1697.314453,530.7,1,36,34,-120,36.23807144,0.905367076,0.624788121,0.312670406,1.927685526
SUM,9/21/2022 13:58,2335,1688.818359,661.4,1,36,34,-120,36.33316422,0.905367076,0.6255499,0.391634776,1.552646256
SUM,9/21/2022 14:00,2333,1676.708984,405.5,1,36,34,-120,36.47795486,0.903272688,0.626716698,0.241842803,2.344374733
SUM,9/21/2022 14:01,2331,1672.680664,259.3,1,37,34,-120,36.57930374,0.902453125,0.627538402,0.155020624,3.073900371
SUM,9/21/2022 14:02,2374,1668.249512,664.9,1,37,34,-120,36.69218063,0.901571393,0.628458428,0.398561483,1.514114952
SUM,9/21/2022 14:03,2327,1662.744141,817.3,1,37,34,-120,36.83443832,0.900504231,0.629625264,0.49153684,1.166391144
SUM,9/21/2022 14:04,2328,1658.648682,193.8,1,37,34,-120,36.94168854,0.899730146,0.630510403,0.116842103,3.520032393
SUM,9/21/2022 14:05,2326,1655.291748,1162.4,1,37,34,-120,37.0412178,0.899210095,0.631336031,0.702232704,0.578737657
SUM,9/21/2022 14:06,2325,1652.105713,954.4,1,37,34,-120,37.14536667,0.89881146,0.632204343,0.577687004,0.897094336
SUM,9/21/2022 14:07,2323,1649.194336,684.3,1,37,34,-120,37.24147797,0.898458302,0.633009625,0.414929875,1.436229114
SUM,9/21/2022 14:08,2321,1646.118164,786.2,1,37,34,-120,37.34400177,0.8980968,0.633872868,0.477608484,1.204854675
SUM,9/21/2022 14:09,2320,1642.767334,715.4,1,37,34,-120,37.45679092,0.897716224,0.63482762,0.435484676,1.353332488
SUM,9/21/2022 14:10,2318,1639.526367,490.2,1,38,34,-120,37.5669899,0.897361279,0.635765611,0.298988787,1.962624294
SUM,9/21/2022 14:11,2319,1636.724854,760.3,1,38,34,-120,37.66311646,0.897064805,0.636588012,0.464525237,1.244776887
SUM,9/21/2022 14:12,2317,1633.758545,634.5,1,38,34,-120,37.76576233,0.896761298,0.637470525,0.388368282,1.533369546
SUM,9/21/2022 14:13,2316,1630.407715,605.4,1,38,34,-120,37.88277817,0.896431148,0.638482078,0.371318164,1.603648219
SUM,9/21/2022 14:14,2315,1627.001953,545.7,1,38,34,-120,38.00286102,0.896109402,0.639526266,0.335402179,1.765494432
SUM,9/21/2022 14:15,2311/2312,1623.266602,362,1,38,34,-120,38.13981247,0.895810187,0.640724753,0.223007114,2.420737447
SUM,9/21/2022 14:16,2313,1620.43457,971.6,1,38,34,-120,38.2543869,0.895689249,0.641733693,0.599592244,0.823994286
SUM,9/21/2022 14:17,2310,1617.700195,772,1,38,34,-120,38.36593628,0.895583689,0.642721524,0.477220688,1.190059645
