Record Type,Date and Time,Tree Num,Average Above PAR,Average Below PAR,Leaf Distribution [Χ],Zenith Angle,Latitude,Longitude,Zenith,Fb,K,Tau,LAI
SUM,4/27/2022 12:33,2359,2003.771973,953.6,1,21,34,-120,21.18532372,0.905367076,0.540460156,0.475902454,1.401100046
SUM,4/27/2022 12:35,2357,2005.004883,952.9,1,21,34,-120,21.05409813,0.905367076,0.539982241,0.475260688,1.404762487
SUM,4/27/2022 12:37,2356,2005.004883,984.1,1,21,34,-120,20.98053741,0.905367076,0.539715944,0.490821747,1.344518818
SUM,4/27/2022 12:38,2355,2005.004883,927.7,1,21,34,-120,20.92584801,0.905367076,0.53951871,0.46269214,1.456498018
SUM,4/27/2022 12:40,2353,2007.312012,316.6,1,21,34,-120,20.82810783,0.905367076,0.539167797,0.157723362,3.492436877
SUM,4/27/2022 12:41,2354,2017.529297,488.2,1,21,34,-120,20.76503754,0.905367076,0.538942432,0.241979138,2.684097752
SUM,4/27/2022 12:43,2352,2027.087402,461.6,1,21,34,-120,20.71126938,0.905367076,0.53875097,0.227715884,2.799915975
SUM,4/27/2022 12:45,2378,2025.787354,715.1,1,21,34,-120,20.62763786,0.905367076,0.538454381,0.352998551,1.971384228
SUM,4/27/2022 12:47,2379,2006.347656,289.4,1,21,34,-120,20.58650017,0.905367076,0.538309031,0.1442422,3.666641186
SUM,4/27/2022 12:49,2380,1982.421875,280.1,1,21,34,-120,20.54366493,0.905367076,0.538158062,0.141291823,3.706710995
SUM,4/27/2022 12:53,2377,1981.610107,358.6,1,20,34,-120,20.48457146,0.905367076,0.537950424,0.180963954,3.239088751
SUM,4/27/2022 12:56,2337,1958.129883,992.5,1,20,34,-120,20.45994568,0.904990852,0.537864112,0.506861168,1.287380387
SUM,4/27/2022 12:57,2339,1940.039063,663.9,1,20,34,-120,20.4585228,0.898123085,0.537859128,0.342209604,2.021297333
SUM,4/27/2022 12:58,2342,1919.726563,890.4,1,20,34,-120,20.45963097,0.890837312,0.537863009,0.463816055,1.440397493
SUM,4/27/2022 12:59,2340,1894.970703,686.9,1,20,34,-120,20.46484756,0.88245362,0.537881282,0.362485815,1.890881036
SUM,4/27/2022 13:01,2338,1905.761719,935.7,1,20,34,-120,20.47328949,0.886096239,0.537910865,0.490984781,1.328947027
SUM,4/27/2022 13:02,2341,1927.661133,1049.1,1,20,34,-120,20.48945618,0.893771827,0.537967559,0.544234659,1.14288441
SUM,4/27/2022 13:04,2343,1949.084473,778.9,1,21,34,-120,20.51096725,0.901759326,0.538043081,0.399623521,1.733065826
SUM,4/27/2022 13:05,2344,1955.078125,406.7,1,21,34,-120,20.53415108,0.904172778,0.538124583,0.208022378,2.971551715
SUM,4/27/2022 13:06,2346,1924.609375,793.9,1,21,34,-120,20.5615406,0.893008113,0.538221016,0.41249929,1.661900203
SUM,4/27/2022 13:07,2347/2348,1894.921875,598.1,1,21,34,-120,20.59225464,0.882960081,0.538329342,0.315633065,2.148005999
SUM,4/27/2022 13:09,2349,1868.359375,1079.3,1,21,34,-120,20.62309074,0.874473989,0.538438297,0.57767259,1.015701716
SUM,4/27/2022 13:10,2350,1842.132568,1102.8,1,21,34,-120,20.6597023,0.866416574,0.538567919,0.598653983,0.943983587
SUM,4/27/2022 13:11,2351,1827.13623,772.1,1,21,34,-120,20.69420624,0.861938,0.538690338,0.422573855,1.579471453
SUM,4/27/2022 13:12,2009,1806.188965,606.7,1,21,34,-120,20.74688148,0.855735779,0.538877712,0.335900624,1.990983766
SUM,4/27/2022 13:15,2375,1755.706787,548.4,1,21,34,-120,20.85224724,0.840544164,0.539254275,0.312352839,2.099797915
SUM,4/27/2022 13:17,2370,1632.69043,478.4,1,21,34,-120,20.96021843,0.797849536,0.539642591,0.293013293,2.14989894
SUM,4/27/2022 13:19,2371,1559.234619,382.2,1,21,34,-120,21.03068733,0.765986323,0.539897366,0.245120263,2.409970203
SUM,4/27/2022 13:20,2372,1517.456055,545.6,1,21,34,-120,21.10002136,0.745191574,0.540149072,0.359549127,1.729164474
SUM,4/27/2022 13:22,2308/2309,1565.991211,421.9,1,21,34,-120,21.20759201,0.770084202,0.540541621,0.269414028,2.25202176
SUM,4/27/2022 13:23,2307,1598.925781,439.3,1,21,34,-120,21.28507423,0.785303652,0.540825907,0.274746961,2.23988844
SUM,4/27/2022 13:24,2306,1630.560303,663.1,1,21,34,-120,21.36286736,0.798769653,0.54111263,0.406670026,1.573430379
SUM,4/27/2022 13:25,2373,1682.958984,434.6,1,21,34,-120,21.44392204,0.818712056,0.54141276,0.258235646,2.398703702
SUM,4/27/2022 13:27,2305,1739.39209,870.6,1,22,34,-120,21.52350998,0.837888241,0.541708839,0.500519696,1.241946052
SUM,4/27/2022 13:28,2304,1826.904297,614.1,1,22,34,-120,21.65255547,0.865511596,0.542191821,0.336142403,1.993084191
SUM,4/27/2022 13:30,2302,1883.032227,752.4,1,22,34,-120,21.75087738,0.883930922,0.542562241,0.399568308,1.698295233
SUM,4/27/2022 13:31,2303,1871.801758,641.4,1,22,34,-120,21.85538864,0.880644739,0.542958287,0.342664493,1.976775361
SUM,4/27/2022 13:32,2301,1861.273193,442.8,1,22,34,-120,21.95669365,0.877630472,0.543344463,0.237901669,2.642923766
SUM,4/27/2022 13:34,2332,1847.937012,1239.8,1,22,34,-120,22.08956146,0.873892665,0.543854369,0.670910314,0.732073678
SUM,4/27/2022 13:37,2334,1786.102295,434.4,1,22,34,-120,22.35951424,0.855699778,0.544902359,0.243211154,2.556048916
SUM,4/27/2022 13:38,2336,1757.93457,637.5,1,22,34,-120,22.46909904,0.847406626,0.545332392,0.362641483,1.822080795
SUM,4/27/2022 13:39,2335,1731.35376,739.5,1,23,34,-120,22.57493973,0.839441478,0.545750274,0.427122416,1.518772792
SUM,4/27/2022 13:41,2331,1704.492188,268.6,1,23,34,-120,22.71584702,0.831272781,0.546310498,0.157583591,3.277848383
SUM,4/27/2022 13:42,2374,1680.34668,559.9,1,23,34,-120,22.85891533,0.823700309,0.546883879,0.33320505,1.937902236
SUM,4/27/2022 13:45,2326,1638.793945,1152.9,1,23,34,-120,23.11372948,0.809856772,0.54791657,0.703505162,0.61347811
SUM,4/27/2022 13:46,2325,1651.287842,819.4,1,23,34,-120,23.27207375,0.815204024,0.548565735,0.496218757,1.225582558
SUM,4/27/2022 13:47,2323,1660.552979,379.7,1,23,34,-120,23.39192009,0.819082022,0.549060886,0.228658769,2.585485477
SUM,4/27/2022 13:48,2321,1670.098877,794.6,1,24,34,-120,23.51751518,0.823006094,0.54958333,0.475780213,1.303986217
SUM,4/27/2022 13:50,2320,1680.908203,654.2,1,24,34,-120,23.66419029,0.827378511,0.550198072,0.389194365,1.659978909
SUM,4/27/2022 13:51,2319,1680.908203,688.8,1,24,34,-120,23.86205101,0.828248382,0.551035253,0.409778475,1.568294346
SUM,4/27/2022 13:52,2318,1680.908203,626.6,1,24,34,-120,23.99917793,0.828854382,0.55162082,0.37277467,1.733870145
SUM,4/27/2022 13:54,2317,1680.908203,739.7,1,24,34,-120,24.14442062,0.829499245,0.552245855,0.440059724,1.441594772
SUM,4/27/2022 13:55,2316,1683.764648,906.7,1,24,34,-120,24.30414581,0.831173778,0.552938959,0.538495686,1.08716845
SUM,4/27/2022 13:56,2314/2315,1693.652344,547.8,1,24,34,-120,24.48925018,0.835289538,0.553749763,0.323443003,1.98557686
SUM,4/27/2022 13:58,2311/2312,1702.001953,598.6,1,25,34,-120,24.64812088,0.8387326,0.554452176,0.351703474,1.840538883
SUM,4/27/2022 13:59,2313,1709.912109,935.9,1,25,34,-120,24.80073547,0.841973722,0.555132634,0.547338074,1.062765346
SUM,4/27/2022 14:00,2310,1723.33374,882,1,25,34,-120,24.94889259,0.846930325,0.555798593,0.511798719,1.18390149
SUM,4/28/2022 12:32,2088,1989.428711,619.1,1,21,34,-120,20.91658783,0.905367076,0.539485376,0.311194865,2.206217181
SUM,4/28/2022 12:36,2091,1993.408203,219.5,1,21,34,-120,20.67974281,0.905367076,0.538638992,0.110112921,4.175607994
SUM,4/28/2022 12:39,2087,1999.084473,591.4,1,21,34,-120,20.53147125,0.905367076,0.538115156,0.295835423,2.307146652
SUM,4/28/2022 12:42,2093,2000.512695,246.4,1,20,34,-120,20.41121483,0.905367076,0.537693687,0.123168426,3.969808951
SUM,4/28/2022 12:46,2085,2001.342773,538.1,1,20,34,-120,20.30133247,0.905367076,0.537311221,0.268869485,2.491543468
SUM,4/28/2022 12:51,2089,1999.89624,249.6,1,20,34,-120,20.18569183,0.905367076,0.536911431,0.124806475,3.949931398
SUM,4/28/2022 12:53,2086,1997.039795,733.3,1,20,34,-120,20.15395737,0.905367076,0.536802205,0.367193484,1.901991636
SUM,4/28/2022 12:56,2090,1996.478271,455.9,1,20,34,-120,20.13901138,0.905367076,0.536750836,0.228352097,2.803996265
SUM,4/28/2022 12:59,2092,1997.589111,589.4,1,20,34,-120,20.14537621,0.905367076,0.536772706,0.295055673,2.317343989
SUM,4/28/2022 13:41,2024,1952.526855,605.9,1,22,34,-120,22.43954277,0.905367076,0.545216144,0.310315834,2.190673481
SUM,4/28/2022 13:43,2023,1950.256348,352.6,1,23,34,-120,22.64985847,0.905367076,0.546047584,0.180796745,3.197641075
SUM,4/28/2022 13:45,2022,1947.583008,413.1,1,23,34,-120,22.87496185,0.905367076,0.546948477,0.212109059,2.894737703
SUM,4/28/2022 13:48,2021,1940.917969,290.2,1,23,34,-120,23.20854378,0.905367076,0.548304593,0.149516881,3.539662047
SUM,4/28/2022 13:50,2025,1935.424805,578,1,23,34,-120,23.49497414,0.905367076,0.549489297,0.298642447,2.246662701
SUM,4/28/2022 13:52,2020,1930.700684,499.9,1,24,34,-120,23.74930191,0.905367076,0.550557076,0.258921543,2.507618286
SUM,4/28/2022 13:56,2026,1922.039795,533.7,1,24,34,-120,24.15348053,0.905367076,0.552285008,0.277673751,2.371185459
SUM,4/28/2022 13:58,2027,1915.283203,443.1,1,24,34,-120,24.4126606,0.905367076,0.553413292,0.231349598,2.703999371
